213,2090977,2001510
299,2091224,657658
59,2091936,8037532
93,2092837,6130073
454,2095032,32538
478,2096365,18012
273,2097219,1002426
235,2097777,1749979
100,2098940,5875110
16,2100260,15430944
101,2102310,5869584
140,2102750,4246839
375,2103338,176673
506,2105233,2993
298,2106421,662617
321,2106685,470717
82,2106805,6782026
303,2109652,623461
489,2110005,10247
15,2110410,15975385
237,2112320,1723219
529,2113522,486
351,2115680,286721
32,2115949,11356573
439,2116252,40891
545,2116604,14
285,2117033,823828
187,2117706,2763911
252,2118135,1343815
276,2118197,940094
508,2119184,2786
334,2120986,388412
84,2122269,6694170
113,2124403,5422632
233,2126048,1757961
42,2126119,9669817
531,2126885,420
110,2126990,5508287
500,2127652,4435
33,2127978,11139690
387,2130473,135237
357,2131441,273069
304,2131628,607344
405,2131767,85250
169,2133216,3295670
363,2135237,228803
460,2135634,28425
116,2135867,5254624
495,2135937,7223
447,2135995,36480
438,2136021,41002
43,2136214,9411343
360,2136273,233554
448,2136708,36414
551,2136903,1
339,2137132,369501
397,2137186,108334
381,2138682,160097
222,2139142,1892921
467,2139741,20335
466,2140859,20939
385,2140980,139241
523,2141000,971
244,2142037,1557368
195,2142229,2616036
349,2142309,296271
314,2142802,543568
125,2143932,4735848
536,2144786,200
49,2145267,9131244
516,2145359,2144
519,2145367,1357
358,2145441,271446
189,2145561,2736367
158,2145582,3499866
156,2170748,3534530
367,2171434,213156
444,2172065,38727
354,2172216,282773
361,2172610,233260
139,2172761,4255354
40,2172838,10051961
458,2173040,29012
305,2173364,601287
345,2173736,319278
292,2173804,737970
130,2173851,4618544
102,2174202,5846681
266,2174472,1081004
229,2174904,1787873
255,2174905,1318445
157,2174932,3513914
369,2175064,203692
400,2175100,97443
474,2175162,18863
242,2175174,1642558
295,2175236,695054
162,2175357,3444220
377,2175542,174542
346,2175784,311101
205,2176008,2267121
338,2176348,370363
449,2176425,36009
170,2176589,3174709
399,2176707,102052
370,2176735,201737
442,2176830,39121
428,2176997,49348
218,2177102,1947707
259,2177104,1205343
238,2177105,1697137
283,2177122,841789
362,2177166,232493
395,2177379,111822
5,2177554,29779314
423,2177914,57725
541,2178491,89
296,2178659,680238
214,2179029,1988856
317,2179030,509689
352,2179037,285859
513,2179326,2361
496,2179433,6031
269,2179438,1055519
228,2179465,1789860
178,2179466,2957154
289,2179488,784806
291,2179564,753851
35,2179568,10556829
211,2179605,2026413
173,2179606,3091428
476,2179612,18437
181,2179627,2923787
216,2179636,1963064
58,2179684,8065138
282,2179687,866063
191,2179769,2696472
18,2179802,15118409
403,2179807,91538
72,2179828,7167188
185,2179847,2817668
3,2179870,38922028
202,2179875,2379560
126,2179943,4733727
115,2179954,5368258
210,2179957,2048684
230,2179966,1787081
315,2179969,530736
198,2179975,2499260
286,2179989,805183
112,2179996,5436962
2,2180005,47954915
171,2180063,3143094
86,2180105,6534045
422,2180111,58573
183,2180112,2892759
434,2180125,45067
155,2180139,3538329
457,2180151,29875
353,2180194,285079
262,2180201,1175592
232,2180211,1763629
46,2180246,9309628
201,2180249,2401873
548,2180271,2
22,2180410,13679422
517,2180642,2059
240,2180829,1660614
310,2180938,574350
432,2180980,47603
429,2181102,49093
518,2181209,1523
320,2181217,496610
256,2181289,1308930
430,2181338,48825
212,2181345,2022853
504,2181723,3146
463,2182026,24035
527,2182270,600
452,2182275,33459
451,2182288,33918
473,2182339,18939
456,2182340,29916
552,2182350,1
538,2182351,147
492,2182610,8248
493,2183307,8000
491,2183308,8540
486,2183309,11534
540,2183422,120
543,2183477,20
532,2183488,386
549,2183788,2
