22,34,2093860
236,54,353681
114,190,880620
267,266,285696
200,644,448845
415,813,46805
221,1031,389623
76,1486,1177550
245,1560,330877
575,1871,160
431,1924,37829
377,2104,92096
517,2426,2303
442,2466,27719
164,2869,572820
409,3138,48791
483,3257,7688
450,3769,21246
196,5112,481219
222,5206,386389
208,5795,429709
370,6210,100637
108,7269,915509
383,7365,87957
118,8016,840683
504,8182,4314
212,8934,426061
515,9148,3000
407,10553,55476
602,10764,7
129,14895,734398
472,28228,12037
36,31459,1744768
172,35585,553243
265,38188,288198
97,47967,1005246
176,49616,547177
301,55497,200618
209,70135,428599
486,70178,6718
237,80863,353241
268,83966,283106
146,87568,658421
534,89126,1202
122,95264,802686
471,130784,12917
80,137431,1152423
567,141108,254
559,144527,300
70,145122,1249561
358,150754,110998
110,153216,907221
73,156480,1189370
580,184307,114
251,186634,316207
93,189413,1035926
168,193545,564152
511,201700,3482
171,202091,555857
272,202835,277204
207,222751,431495
75,240304,1177652
48,247981,1484029
338,253428,142081
551,262910,570
298,264488,210098
596,265281,23
510,267903,3542
229,278359,370753
290,302869,224540
523,311533,1957
512,316717,3402
541,319658,1050
106,325679,931682
156,327309,599917
69,347247,1262072
120,371560,827512
309,373602,191909
455,384620,17806
533,389855,1221
563,414455,287
522,460649,2144
14,492721,2312850
501,506610,4626
372,507321,95496
82,537774,1142253
518,550454,2284
16,553065,2250985
553,577826,468
560,629297,292
263,665308,292882
586,666419,80
225,689953,379631
365,693730,103435
357,701464,113746
582,719468,106
163,724297,573867
287,740471,227176
492,748151,5875
426,757963,40899
387,769012,83371
316,781658,176560
319,804111,170582
240,828973,340052
215,835134,406190
179,837378,535010
478,843253,9534
12,848882,2374971
181,862424,533367
289,862456,225417
411,865857,48176
525,866900,1825
223,904592,385482
491,912352,5900
180,929857,534812
3,933357,3070337
26,934653,1961678
99,940005,993773
188,944051,506565
475,965211,10637
390,967045,77940
594,970286,40
135,975475,696993
469,992825,13372
224,1009265,379678
488,1013969,6519
333,1021247,148950
192,1022419,501073
520,1028035,2210
55,1029569,1369922
158,1041417,592945
376,1043263,92512
52,1050151,1445613
169,1075536,563503
121,1091882,806135
310,1097072,190725
111,1099107,903944
435,1105744,34244
35,1107872,1760101
210,1132628,427118
317,1139497,173169
230,1152489,364904
5,1169034,2938526
337,1173630,144623
185,1178523,516547
572,1186212,193
410,1193040,48534
524,1201926,1919
547,1203157,618
141,1227210,667318
31,1229744,1808022
243,1233834,333364
61,1265225,1309588
242,1280418,336433
47,1299883,1487161
258,1310137,298021
443,1314714,27174
173,1320170,552015
340,1321682,140269
601,1325175,9
445,1344475,24978
359,1344786,110807
354,1351573,119673
39,1390210,1689413
138,1393257,689139
259,1403863,297511
417,1405084,45812
295,1406307,215829
95,1415810,1019631
10,1420391,2489467
434,1435337,34299
424,1445467,41892
436,1451906,32968
587,1470110,69
342,1474935,138067
83,1483240,1127706
453,1490419,18981
217,1491798,405402
315,1498879,179399
261,1499631,295848
484,1501353,6827
269,1514905,282920
284,1516949,245450
252,1531809,315841
490,1543507,5903
369,1546340,100955
279,1549959,254275
521,1550162,2178
336,1550750,144871
142,1550947,663992
394,1564927,71926
102,1577430,967173
226,1577451,376394
598,1579889,13
388,1584104,81606
79,1589949,1153646
262,1592344,293743
402,1592617,59133
296,1592779,214535
154,1597818,614302
440,1598619,28196
438,1600593,29736
88,1606106,1058614
44,1611699,1516962
115,1611988,876232
42,1617877,1571931
419,1619606,43632
489,1624952,6040
380,1629978,90503
293,1630663,218723
286,1638669,240446
466,1639790,14651
425,1651308,40986
86,1653036,1084437
119,1660298,828262
552,1669627,559
461,1673222,16237
219,1675808,393814
532,1679592,1395
132,1679961,723442
349,1682534,125259
408,1682674,53005
186,1695175,515743
280,1695345,253566
299,1696964,209121
364,1700496,105418
487,1707975,6526
573,1712127,188
184,1718539,516626
8,1722419,2548302
584,1723176,88
325,1724130,163660
428,1727458,38564
549,1727699,587
53,1731373,1395743
473,1734443,11748
144,1736828,661042
235,1745999,354122
397,1747627,64980
339,1747712,141782
308,1748648,193589
271,1749417,279964
140,1749444,672628
300,1762371,200955
147,1762817,637038
414,1766388,46872
64,1774259,1290563
130,1783692,732072
539,1784555,1160
101,1790251,969809
20,1810477,2145168
451,1813386,20842
600,1820634,10
68,1820940,1269627
66,1827900,1277272
4,1833730,2965580
178,1843102,542853
555,1847446,406
348,1849850,125567
465,1851914,14969
49,1854568,1472543
292,1855507,220471
58,1856794,1341973
546,1858260,619
143,1863997,663816
368,1878804,102278
462,1880635,15978
155,1880702,609811
43,1888291,1550472
585,1891510,84
204,1893225,436404
320,1894149,168701
503,1895629,4459
304,1896176,197915
396,1897377,69652
220,1909023,392285
25,1911553,1996093
116,1915106,871028
591,1918747,51
556,1921203,397
60,1922514,1325893
401,1922589,62703
167,1936831,565624
253,1938559,314763
334,1939848,147423
125,1940858,767978
389,1941136,79988
341,1942526,138558
548,1946545,616
189,1946933,505172
34,1951509,1764496
448,1951772,23038
381,1958617,90219
244,1959710,331489
344,1960055,133890
583,1963398,99
137,1964159,690020
94,1964787,1025293
544,1968000,670
498,1969642,5077
170,1969944,560526
578,1970276,120
356,1974873,116864
139,1979860,676106
421,1980085,42717
294,1980091,218002
313,1980128,180139
7,1981490,2773528
133,1982595,714431
273,1986910,274810
241,1986927,337394
74,1987940,1186126
330,1992450,151873
311,1993684,188572
314,1994330,179418
297,1994769,212125
430,1994940,37952
98,1995172,1002530
63,1995173,1292789
109,1996908,910110
399,1998540,64689
105,1998599,932941
485,2000812,6761
476,2001043,10139
57,2004903,1343782
345,2008454,132533
347,2010115,129489
214,2011248,410632
535,2011559,1197
131,2013143,731937
405,2013205,58604
505,2014236,4303
91,2015768,1044893
174,2020623,550662
145,2022552,660857
152,2025956,616119
65,2027527,1283234
54,2028170,1372575
588,2030151,67
50,2030750,1463441
545,2031095,659
264,2032066,290182
550,2034910,577
238,2034967,348156
373,2036604,94898
11,2036967,2418608
134,2042518,701971
321,2043077,168395
198,2045479,471520
128,2045489,735853
211,2045759,426305
27,2048251,1934372
302,2053673,199078
232,2054225,363370
579,2055242,118
529,2055445,1712
432,2055885,37444
205,2059063,434169
6,2060287,2874814
17,2061432,2191937
148,2062192,634634
562,2062753,288
312,2070871,180520
343,2072050,137035
516,2072440,2420
248,2073786,321303
23,2074692,2049565
604,2074914,5
404,2075467,58685
542,2075590,790
33,2077224,1795069
329,2078371,152468
324,2080079,164239
497,2080999,5234
526,2081698,1808
247,2083507,327742
441,2083626,27855
89,2083788,1058280
218,2084142,399170
21,2084332,2112435
536,2087044,1195
254,2087974,307449
398,2088603,64900
351,2088720,122725
568,2090921,253
323,2090977,165081
84,2091936,1098185
274,2091948,271688
28,2092837,1884963
576,2095032,148
566,2096365,255
213,2097219,411567
362,2097777,107526
416,2098302,46020
195,2098838,492403
85,2098940,1093104
9,2100260,2545905
332,2102310,149194
191,2102750,502039
363,2106421,105671
228,2106805,374276
538,2108717,1171
38,2110378,1730844
45,2110410,1498104
350,2110769,123331
197,2112320,473112
202,2112596,441804
375,2114730,92817
104,2114981,961855
382,2115680,88192
124,2115949,795021
570,2116252,199
277,2116739,256513
112,2117706,895214
285,2118135,243659
477,2118197,9832
371,2120164,97708
384,2120943,84421
367,2121004,102439
13,2122269,2319803
464,2124115,15129
103,2124403,965500
166,2124681,568435
